(68.68034557235421, 'soare')
(75.39049676025918, 'roate')
(77.43196544276458, 'orate')
(78.34082073434125, 'arose')
(79.00431965442765, 'irate')
(79.2548596112311, 'raise')
(79.2609071274298, 'saine')
(79.50712742980562, 'arise')
(80.08250539956803, 'slate')
(80.93088552915766, 'raile')
(80.98790496760259, 'slane')
(82.95766738660907, 'coate')
(83.1425485961123, 'toile')
(83.60907127429806, 'ariel')
(84.00561555075593, 'strae')
(84.05313174946005, 'stoae')
(84.42634989200864, 'saner')
(84.53002159827214, 'liane')
(84.55161987041036, 'saice')
(84.60691144708423, 'stare')
(85.0086393088553, 'crate')
(85.17019438444925, 'salet')
(85.26177105831533, 'raine')
(86.00561555075593, 'snare')
(86.86263498920087, 'urate')
(87.0207343412527, 'trace')
(87.43282937365011, 'toise')
(87.4682505399568, 'stale')
(87.54254859611231, 'paire')
(87.85701943844492, 'taler')
(88.37969762419006, 'carse')
(88.51274298056155, 'haole')
(88.66738660907127, 'carle')
(88.8427645788337, 'sorel')
(88.87300215982721, 'slier')
(88.98444924406047, 'seral')
(89.15464362850972, 'reast')
(89.45529157667387, 'carte')
(89.6159827213823, 'stane')
(89.85961123110151, 'urase')
(90.11619870410367, 'artel')
(90.40561555075594, 'maire')
(90.58617710583154, 'crane')
(90.90755939524838, 'serai')
(90.95507559395249, 'torse')
(90.98358531317494, 'taser')
(91.2462203023758, 'saute')
(91.33002159827214, 'lares')
(91.35507559395248, 'tares')
(91.38272138228942, 'solar')
(91.4742980561555, 'alone')
(91.75075593952484, 'scare')
(91.75161987041037, 'scrae')
(92.18790496760259, 'realo')
(92.3183585313175, 'caret')
(92.59913606911446, 'siler')
(92.62419006479482, 'soler')
(92.64233261339093, 'alure')
(92.84708423326134, 'arles')
(92.8755939524838, 'reais')
(93.12526997840173, 'ratel')
(93.14341252699784, 'salue')
(93.81555075593953, 'store')
(93.96414686825054, 'laser')
(93.97105831533477, 'alter')
(94.00907127429805, 'later')
(94.11533477321814, 'trail')
(94.28466522678185, 'ursae')
(94.46609071274298, 'prate')
(94.74427645788337, 'trone')
(94.7805615550756, 'rales')
(94.79438444924406, 'stair')
(94.79697624190065, 'oater')
(94.91965442764578, 'stole')
(95.03974082073434, 'oriel')
(95.48466522678186, 'rates')
(95.56069114470843, 'stire')
(95.60820734341253, 'aline')
(95.76285097192225, 'sonar')
(95.93218142548596, 'scale')
(95.95896328293736, 'alert')
(96.15680345572355, 'porae')
(96.25442764578834, 'snore')
(96.28725701943844, 'nares')
(96.37969762419006, 'sared')
(96.39006479481641, 'share')
(96.47213822894169, 'soral')
(96.6414686825054, 'sitar')
(96.74254859611231, 'liart')
(96.77537796976242, 'tales')
(96.78747300215983, 'trade')
(96.88941684665227, 'stear')
(96.95766738660907, 'sarge')
(97.00691144708424, 'crise')
(97.0086393088553, 'atone')
(97.07170626349892, 'siren')
(97.08380129589632, 'react')
(97.12786177105832, 'paise')
(97.3585313174946, 'trape')
(97.56501079913608, 'slade')
(97.58401727861771, 'maise')
(97.65313174946004, 'least')
(97.65313174946004, 'slart')
(97.67127429805616, 'parle')
(97.785313174946, 'litre')
(97.98142548596113, 'grate')
(98.1084233261339, 'terai')
(98.27688984881209, 'caste')
(98.38833693304535, 'tolar')
(98.45917926565875, 'aloes')
(98.47991360691145, 'antre')
(98.57667386609072, 'anole')
(98.74254859611231, 'resat')
(98.74427645788337, 'learn')
(98.75464362850973, 'canoe')
(98.96025917926566, 'tries')
(99.24103671706264, 'trine')
(99.30410367170626, 'corse')
(99.355939524838, 'teras')
(99.35766738660907, 'reals')
(99.37494600431965, 'plate')
(99.42505399568034, 'irone')
(99.50539956803456, 'trial')
(99.81036717062635, 'prase')
(99.85529157667386, 'lears')
(99.9952483801296, 'sayer')
(100.03844492440605, 'stile')
(100.05226781857452, 'cater')
(100.14125269978402, 'noise')
(100.25874730021599, 'aster')
(100.27257019438444, 'glare')
(100.32613390928725, 'socle')
(100.38488120950323, 'leant')
(100.49719222462203, 'parse')
(100.50496760259179, 'shale')
(100.59827213822894, 'thale')
(100.61382289416846, 'cares')
(100.63023758099352, 'trice')
(100.64233261339093, 'score')
(100.69071274298057, 'sabre')
(100.70626349892008, 'reoil')
(100.74946004319655, 'serac')
(100.93952483801296, 'laten')
(101.00345572354212, 'thrae')
(101.03628509719222, 'urite')
(101.14082073434125, 'sayne')
(101.15377969762419, 'maile')
(101.1598272138229, 'roast')
(101.1987041036717, 'tiler')
(101.22721382289417, 'sauce')
(101.24535637149027, 'marle')
(101.49244060475162, 'cause')
(101.5304535637149, 'sager')
(101.58920086393088, 'loure')
(101.61252699784018, 'clote')
(101.82505399568035, 'setal')
(101.83455723542117, 'lanes')
(101.92267818574514, 'sarin')
(101.92958963282938, 'irade')
(101.9952483801296, 'deair')
(102.18185745140389, 'earst')
(102.2414686825054, 'tears')
(102.28466522678185, 'marse')
(102.47127429805616, 'anise')
(102.50064794816414, 'morae')
(102.5498920086393, 'lyase')
(102.55248380129589, 'neral')
(102.56803455723542, 'halse')
(102.59049676025919, 'moire')
(102.6207343412527, 'reans')
(102.77278617710583, 'plane')
(102.89460043196544, 'tores')
(102.9291576673866, 'potae')
(102.93606911447084, 'reist')
(102.9524838012959, 'tuile')
(102.95680345572354, 'aesir')
(103.00172786177106, 'spare')
(103.05961123110151, 'tared')
(103.06393088552916, 'uraei')
(103.18574514038878, 'serin')
(103.32656587473002, 'lores')
(103.47516198704103, 'rance')
(103.4976241900648, 'close')
(103.66263498920087, 'lacet')
(103.68336933045356, 'laers')
(103.68682505399568, 'louie')
(103.75939524838013, 'roset')
(103.7671706263499, 'alien')
(103.83801295896328, 'teary')
(103.86047516198704, 'train')
(103.90021598272138, 'prole')
(103.9036717062635, 'loast')
(103.92267818574514, 'aisle')
(103.92786177105832, 'targe')
(103.93822894168467, 'lairs')
(103.93822894168467, 'orals')
(103.97537796976242, 'stade')
(104.00388768898488, 'orant')
(104.09114470842333, 'stone')
(104.24578833693305, 'anile')
(104.36241900647948, 'liars')
(104.40475161987041, 'slice')
(104.41511879049676, 'caner')
(104.45658747300216, 'tires')
(104.47300215982722, 'tiars')
(104.62850971922246, 'nacre')
(104.7805615550756, 'sorta')
(104.83066954643628, 'haler')
(104.8401727861771, 'arets')
(104.84449244060475, 'saree')
(104.93434125269978, 'adore')
(104.95766738660907, 'ronte')
(104.9671706263499, 'sated')
(105.08725701943844, 'thane')
(105.19611231101511, 'orles')
(105.23930885529158, 'clear')
(105.38358531317495, 'lance')
(105.57278617710583, 'loser')
(105.59352051835853, 'solei')
(105.65140388768899, 'daine')
(105.72829373650109, 'blare')
(105.73434125269978, 'diane')
(105.7585313174946, 'senor')
(105.81555075593953, 'ramie')
(105.87429805615551, 'toner')
(105.88207343412527, 'cosie')
(105.88207343412527, 'larnt')
(105.9572354211663, 'claes')
(106.06177105831533, 'crone')
(106.07127429805615, 'toras')
(106.1939524838013, 'renal')
(106.19481641468683, 'drole')
(106.23110151187905, 'laris')
(106.2414686825054, 'roles')
(106.31576673866091, 'earnt')
(106.33909287257019, 'brane')
